# Program:featureCounts v2.1.1; Command:"featureCounts" "-a" "genomic.gff" "-o" "counts.txt" "-t" "gene" "-g" "ID" "-p" "-B" "SRR22805709.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR22805709.sorted.bam
gene-T240_RS0112835	NZ_AXNK01000046.1	239405	240835	-	1431	513
gene-T240_RS0112840	NZ_AXNK01000046.1	240854	241762	-	909	337
gene-T240_RS0112845	NZ_AXNK01000046.1	241822	242697	-	876	242
gene-T240_RS0112850	NZ_AXNK01000046.1	242964	244925	+	1962	1797
gene-T240_RS0112855	NZ_AXNK01000046.1	245034	245606	+	573	370
gene-T240_RS0112860	NZ_AXNK01000046.1	245665	247044	-	1380	1227
gene-T240_RS0112865	NZ_AXNK01000046.1	247191	247652	+	462	539
gene-T240_RS0112870	NZ_AXNK01000046.1	247719	248318	-	600	958
gene-T240_RS0112875	NZ_AXNK01000046.1	248551	249171	+	621	8742
gene-T240_RS0112880	NZ_AXNK01000046.1	249309	249788	+	480	1194
gene-T240_RS0112885	NZ_AXNK01000046.1	249928	250308	-	381	3185
gene-T240_RS0112890	NZ_AXNK01000046.1	250335	251327	-	993	28324
gene-T240_RS0112895	NZ_AXNK01000046.1	251352	251972	-	621	15838
gene-T240_RS0112900	NZ_AXNK01000046.1	252000	252389	-	390	21440
gene-T240_RS0112905	NZ_AXNK01000046.1	252408	252764	-	357	11928
gene-T240_RS0112910	NZ_AXNK01000046.1	252914	253027	-	114	417
gene-T240_RS0112915	NZ_AXNK01000046.1	253066	254400	-	1335	17539
gene-T240_RS0112920	NZ_AXNK01000046.1	254421	254855	-	435	5060
gene-T240_RS0112925	NZ_AXNK01000046.1	254861	255037	-	177	604
gene-T240_RS0112930	NZ_AXNK01000046.1	255045	255548	-	504	7160
gene-T240_RS0112935	NZ_AXNK01000046.1	255563	255916	-	354	2281
gene-T240_RS0112940	NZ_AXNK01000046.1	255926	256459	-	534	9044
gene-T240_RS0112945	NZ_AXNK01000046.1	256472	256864	-	393	8925
gene-T240_RS0112950	NZ_AXNK01000046.1	256894	257199	-	306	15878
gene-T240_RS0112955	NZ_AXNK01000046.1	257217	257756	-	540	39197
gene-T240_RS0112960	NZ_AXNK01000046.1	257780	258097	-	318	7147
gene-T240_RS0112965	NZ_AXNK01000046.1	258111	258482	-	372	16862
gene-T240_RS0112970	NZ_AXNK01000046.1	258645	258899	-	255	737
gene-T240_RS0112975	NZ_AXNK01000046.1	258899	259090	-	192	5473
gene-T240_RS0112980	NZ_AXNK01000046.1	259090	259500	-	411	7186
gene-T240_RS0112985	NZ_AXNK01000046.1	259512	260210	-	699	8202
gene-T240_RS0112990	NZ_AXNK01000046.1	260229	260561	-	333	5846
gene-T240_RS0112995	NZ_AXNK01000046.1	260572	260850	-	279	11111
gene-T240_RS0113000	NZ_AXNK01000046.1	260872	261696	-	825	13435
gene-T240_RS0113005	NZ_AXNK01000046.1	261712	262014	-	303	3880
gene-T240_RS0113010	NZ_AXNK01000046.1	262011	262613	-	603	11667
gene-T240_RS0113015	NZ_AXNK01000046.1	262631	263260	-	630	26971
gene-T240_RS0113020	NZ_AXNK01000046.1	263275	263586	-	312	24915
gene-T240_RS0113025	NZ_AXNK01000046.1	264044	264265	-	222	1499
gene-T240_RS0113030	NZ_AXNK01000046.1	264560	266764	+	2205	1893
gene-T240_RS0113035	NZ_AXNK01000046.1	267058	268104	+	1047	7153
gene-T240_RS0113045	NZ_AXNK01000046.1	268281	268826	+	546	619
gene-T240_RS0113055	NZ_AXNK01000046.1	268991	269542	+	552	1905
gene-T240_RS0113060	NZ_AXNK01000046.1	269566	270897	+	1332	2559
gene-T240_RS0113065	NZ_AXNK01000046.1	271082	271999	+	918	2943
gene-T240_RS0113070	NZ_AXNK01000046.1	272076	272588	+	513	3306
gene-T240_RS0113075	NZ_AXNK01000046.1	272693	272935	-	243	55
gene-T240_RS0113080	NZ_AXNK01000046.1	273281	274288	+	1008	2656
gene-T240_RS0113085	NZ_AXNK01000046.1	274434	275048	+	615	835
gene-T240_RS0113090	NZ_AXNK01000046.1	275153	275509	+	357	252
gene-T240_RS0113095	NZ_AXNK01000046.1	275550	275972	-	423	323
gene-T240_RS0113100	NZ_AXNK01000046.1	276071	276418	-	348	616
gene-T240_RS0113105	NZ_AXNK01000046.1	276689	277459	+	771	15032
gene-T240_RS0113110	NZ_AXNK01000046.1	277752	279101	+	1350	480
gene-T240_RS0113115	NZ_AXNK01000046.1	279255	280133	-	879	2203
gene-T240_RS0113120	NZ_AXNK01000046.1	280203	281369	-	1167	1333
gene-T240_RS0113125	NZ_AXNK01000046.1	281527	283476	-	1950	4792
gene-T240_RS0113130	NZ_AXNK01000046.1	283644	284819	-	1176	2117
gene-T240_RS0113135	NZ_AXNK01000046.1	284813	285475	-	663	2285
gene-T240_RS0113140	NZ_AXNK01000046.1	285462	286427	-	966	1456
gene-T240_RS0113145	NZ_AXNK01000046.1	286417	287016	-	600	1180
gene-T240_RS0113150	NZ_AXNK01000046.1	287000	288238	-	1239	778
gene-T240_RS0113155	NZ_AXNK01000046.1	288242	288805	-	564	144
gene-T240_RS0113160	NZ_AXNK01000046.1	288786	290015	-	1230	47
gene-T240_RS0113165	NZ_AXNK01000046.1	290017	291174	-	1158	32
gene-T240_RS0113170	NZ_AXNK01000046.1	291171	291992	-	822	77
gene-T240_RS0113175	NZ_AXNK01000046.1	291989	292843	-	855	74
gene-T240_RS0113180	NZ_AXNK01000046.1	293150	294022	-	873	371
gene-T240_RS0113185	NZ_AXNK01000046.1	294019	294894	-	876	1745
gene-T240_RS0113190	NZ_AXNK01000046.1	294894	295982	-	1089	3201
gene-T240_RS0113195	NZ_AXNK01000046.1	296166	297158	-	993	901
gene-T240_RS0113200	NZ_AXNK01000046.1	297449	300118	-	2670	5201
gene-T240_RS0113205	NZ_AXNK01000046.1	300187	300702	-	516	1748
gene-T240_RS0113210	NZ_AXNK01000046.1	301355	301573	+	219	1221
gene-T240_RS0113215	NZ_AXNK01000046.1	301648	302322	+	675	2958
gene-T240_RS0113220	NZ_AXNK01000046.1	302319	303080	+	762	1299
gene-T240_RS0113225	NZ_AXNK01000046.1	303083	305281	+	2199	2747
gene-T240_RS0113230	NZ_AXNK01000046.1	305422	306363	+	942	4837
gene-T240_RS0113235	NZ_AXNK01000046.1	306498	307487	+	990	2988
gene-T240_RS0113240	NZ_AXNK01000046.1	307484	308542	+	1059	2487
gene-T240_RS0113245	NZ_AXNK01000046.1	308536	309807	+	1272	897
gene-T240_RS0113250	NZ_AXNK01000046.1	309807	310526	+	720	71
gene-T240_RS0113255	NZ_AXNK01000046.1	310523	311551	+	1029	137
gene-T240_RS0113260	NZ_AXNK01000046.1	311585	312691	-	1107	451
gene-T240_RS0113265	NZ_AXNK01000046.1	312753	313523	-	771	733
gene-T240_RS0113270	NZ_AXNK01000046.1	313543	314358	-	816	948
gene-T240_RS0113275	NZ_AXNK01000046.1	314358	315677	-	1320	2633
gene-T240_RS0113280	NZ_AXNK01000046.1	315674	316693	-	1020	1732
gene-T240_RS0113285	NZ_AXNK01000046.1	316690	317409	-	720	1037
gene-T240_RS0113290	NZ_AXNK01000046.1	317411	318466	-	1056	1663
gene-T240_RS0113295	NZ_AXNK01000046.1	318489	319124	-	636	1342
gene-T240_RS0113300	NZ_AXNK01000046.1	319135	320208	-	1074	1188
gene-T240_RS0113305	NZ_AXNK01000046.1	320216	321409	-	1194	1143
gene-T240_RS0113310	NZ_AXNK01000046.1	321426	322577	-	1152	2508
gene-T240_RS0113315	NZ_AXNK01000046.1	322590	323780	-	1191	2868
gene-T240_RS0113320	NZ_AXNK01000046.1	323875	324591	-	717	1646
gene-T240_RS0113325	NZ_AXNK01000046.1	324602	325009	-	408	660
gene-T240_RS0113330	NZ_AXNK01000046.1	325116	326171	+	1056	2098
gene-T240_RS0113335	NZ_AXNK01000046.1	326207	326974	+	768	1771
gene-T240_RS0113340	NZ_AXNK01000046.1	326971	327759	+	789	876
gene-T240_RS0113345	NZ_AXNK01000046.1	327808	328743	-	936	543
gene-T240_RS0113350	NZ_AXNK01000046.1	328730	329212	-	483	808
gene-T240_RS0113355	NZ_AXNK01000046.1	329309	330118	-	810	2511
gene-T240_RS0113360	NZ_AXNK01000046.1	330221	330697	-	477	510
gene-T240_RS0113365	NZ_AXNK01000046.1	330767	332299	-	1533	1106
gene-T240_RS0113370	NZ_AXNK01000046.1	332387	332557	-	171	262
gene-T240_RS0113375	NZ_AXNK01000046.1	332571	332807	-	237	4155
gene-T240_RS0113380	NZ_AXNK01000046.1	333111	333785	-	675	65
gene-T240_RS0113385	NZ_AXNK01000046.1	333899	335572	-	1674	430
gene-T240_RS0113390	NZ_AXNK01000046.1	335757	336956	+	1200	1842
gene-T240_RS0113395	NZ_AXNK01000046.1	337117	337707	+	591	1813
gene-T240_RS0113400	NZ_AXNK01000046.1	337713	338663	+	951	1257
gene-T240_RS0113405	NZ_AXNK01000046.1	338724	339365	-	642	1032
gene-T240_RS0113410	NZ_AXNK01000046.1	339470	340186	-	717	8252
gene-T240_RS0113415	NZ_AXNK01000046.1	340401	341267	+	867	6924
gene-T240_RS0113420	NZ_AXNK01000046.1	341322	341747	-	426	642
gene-T240_RS0113425	NZ_AXNK01000046.1	341877	342716	-	840	935
gene-T240_RS0113430	NZ_AXNK01000046.1	342753	343610	-	858	1334
gene-T240_RS0113435	NZ_AXNK01000046.1	343620	345446	-	1827	1457
gene-T240_RS0113440	NZ_AXNK01000046.1	345485	346528	-	1044	1673
gene-T240_RS0113445	NZ_AXNK01000046.1	346530	347555	-	1026	8284
gene-T240_RS0113450	NZ_AXNK01000046.1	348376	350976	+	2601	28920
gene-T240_RS0113455	NZ_AXNK01000046.1	351049	351813	+	765	2155
gene-T240_RS0113460	NZ_AXNK01000046.1	351817	353178	+	1362	1628
gene-T240_RS0113465	NZ_AXNK01000046.1	353188	353715	+	528	291
gene-T240_RS0113470	NZ_AXNK01000046.1	353741	354148	+	408	280
gene-T240_RS0113475	NZ_AXNK01000046.1	354153	354785	+	633	624
gene-T240_RS0113480	NZ_AXNK01000046.1	354798	356012	+	1215	996
gene-T240_RS0113490	NZ_AXNK01000046.1	356318	356941	+	624	2295
gene-T240_RS0113495	NZ_AXNK01000046.1	357123	357395	+	273	7918
gene-T240_RS0113500	NZ_AXNK01000046.1	357435	359555	+	2121	11707
gene-T240_RS0113505	NZ_AXNK01000046.1	359613	360296	+	684	167
gene-T240_RS0113510	NZ_AXNK01000046.1	360415	362496	+	2082	1134
gene-T240_RS0113520	NZ_AXNK01000046.1	362729	364120	+	1392	1054
gene-T240_RS0113525	NZ_AXNK01000046.1	364185	365477	-	1293	899
gene-T240_RS0113530	NZ_AXNK01000046.1	365583	366302	-	720	4725
gene-T240_RS0113535	NZ_AXNK01000046.1	366521	366913	-	393	197
gene-T240_RS0113540	NZ_AXNK01000046.1	367027	367518	-	492	170
gene-T240_RS0113545	NZ_AXNK01000046.1	367673	369553	-	1881	1672
gene-T240_RS0113550	NZ_AXNK01000046.1	369766	372087	+	2322	1115
gene-T240_RS0113555	NZ_AXNK01000046.1	372223	372687	-	465	1219
gene-T240_RS0113560	NZ_AXNK01000046.1	372811	373578	-	768	1963
gene-T240_RS0113565	NZ_AXNK01000046.1	373663	374388	+	726	120
gene-T240_RS0113570	NZ_AXNK01000046.1	374486	375070	+	585	6559
gene-T240_RS0113575	NZ_AXNK01000046.1	375291	375860	+	570	1219
gene-T240_RS0113580	NZ_AXNK01000046.1	375902	376729	+	828	2429
gene-T240_RS0113585	NZ_AXNK01000046.1	377015	377776	-	762	174
gene-T240_RS0113590	NZ_AXNK01000046.1	377778	378269	-	492	169
gene-T240_RS0113595	NZ_AXNK01000046.1	378277	379479	-	1203	518
gene-T240_RS0113600	NZ_AXNK01000046.1	379448	380458	-	1011	350
gene-T240_RS0113605	NZ_AXNK01000046.1	380451	381134	-	684	335
gene-T240_RS0113610	NZ_AXNK01000046.1	381121	381510	-	390	74
gene-T240_RS0113615	NZ_AXNK01000046.1	381497	382093	-	597	340
gene-T240_RS0113620	NZ_AXNK01000046.1	382124	382567	-	444	712
gene-T240_RS0113625	NZ_AXNK01000046.1	382629	383846	-	1218	829
gene-T240_RS0113630	NZ_AXNK01000046.1	383846	385348	-	1503	2137
gene-T240_RS0113635	NZ_AXNK01000046.1	385348	387375	-	2028	8426
gene-T240_RS0113640	NZ_AXNK01000046.1	387412	388335	-	924	3087
gene-T240_RS0113645	NZ_AXNK01000046.1	388591	388977	+	387	1921
gene-T240_RS0113650	NZ_AXNK01000046.1	389009	389884	+	876	4281
gene-T240_RS0113655	NZ_AXNK01000046.1	390221	391849	+	1629	50954
gene-T240_RS0113660	NZ_AXNK01000046.1	392045	394099	+	2055	681
gene-T240_RS0113665	NZ_AXNK01000046.1	394085	395002	-	918	1068
gene-T240_RS0113670	NZ_AXNK01000046.1	395111	395545	-	435	734
gene-T240_RS0113675	NZ_AXNK01000046.1	395517	396461	-	945	451
gene-T240_RS0113680	NZ_AXNK01000046.1	396496	397137	+	642	353
gene-T240_RS0113685	NZ_AXNK01000046.1	397169	397711	-	543	211
gene-T240_RS0113690	NZ_AXNK01000046.1	397784	399613	-	1830	18808
gene-T240_RS0113695	NZ_AXNK01000046.1	400143	401552	+	1410	8911
gene-T240_RS0113705	NZ_AXNK01000046.1	401751	402332	+	582	78
gene-T240_RS0113710	NZ_AXNK01000046.1	402431	403510	+	1080	1747
gene-T240_RS0113715	NZ_AXNK01000046.1	403569	404972	+	1404	553
gene-T240_RS0113720	NZ_AXNK01000046.1	405074	407620	+	2547	3661
gene-T240_RS0113725	NZ_AXNK01000046.1	407768	408772	+	1005	3310
gene-T240_RS0113730	NZ_AXNK01000046.1	408842	410233	-	1392	3817
gene-T240_RS0113735	NZ_AXNK01000046.1	410419	410907	-	489	464
gene-T240_RS0113740	NZ_AXNK01000046.1	410915	411457	-	543	521
gene-T240_RS0113745	NZ_AXNK01000046.1	411457	412095	-	639	1743
gene-T240_RS0113750	NZ_AXNK01000046.1	412894	413511	-	618	11750
gene-T240_RS0113755	NZ_AXNK01000046.1	413671	414330	+	660	4662
gene-T240_RS0113760	NZ_AXNK01000046.1	415088	417883	-	2796	5226
gene-T240_RS0113770	NZ_AXNK01000046.1	418500	418934	-	435	470
gene-T240_RS0113775	NZ_AXNK01000046.1	419076	420137	-	1062	14372
gene-T240_RS0113780	NZ_AXNK01000046.1	420320	421081	+	762	2963
gene-T240_RS0113790	NZ_AXNK01000046.1	421548	422288	-	741	458
gene-T240_RS0113795	NZ_AXNK01000046.1	422357	422755	-	399	2133
gene-T240_RS0113800	NZ_AXNK01000046.1	422759	423004	-	246	943
gene-T240_RS0113805	NZ_AXNK01000046.1	423053	424687	-	1635	3216
gene-T240_RS0113810	NZ_AXNK01000046.1	424684	425319	-	636	2432
gene-T240_RS0113815	NZ_AXNK01000046.1	425331	426110	-	780	4623
gene-T240_RS0113820	NZ_AXNK01000046.1	426189	427733	-	1545	572
gene-T240_RS0113825	NZ_AXNK01000046.1	427903	428811	+	909	1264
gene-T240_RS0113835	NZ_AXNK01000046.1	429025	431460	+	2436	1752
gene-T240_RS0113840	NZ_AXNK01000046.1	431493	432521	-	1029	137
gene-T240_RS0113845	NZ_AXNK01000046.1	432531	432881	-	351	40
gene-T240_RS0113850	NZ_AXNK01000046.1	432826	433338	-	513	87
gene-T240_RS26700	NZ_AXNK01000046.1	433382	433630	-	249	25
gene-T240_RS0113860	NZ_AXNK01000046.1	434076	434507	+	432	339
gene-T240_RS0113865	NZ_AXNK01000046.1	434648	435022	+	375	46
gene-T240_RS0113870	NZ_AXNK01000046.1	435256	436893	-	1638	248
gene-T240_RS0113875	NZ_AXNK01000046.1	436928	437359	-	432	323
gene-T240_RS0113880	NZ_AXNK01000046.1	437451	437648	-	198	10
gene-T240_RS24980	NZ_AXNK01000046.1	437657	437833	-	177	19
gene-T240_RS0113890	NZ_AXNK01000046.1	437879	438430	-	552	305
gene-T240_RS0113895	NZ_AXNK01000046.1	438864	440207	+	1344	1660
gene-T240_RS0113900	NZ_AXNK01000046.1	440293	441486	-	1194	1500
gene-T240_RS0113905	NZ_AXNK01000046.1	441644	441967	-	324	3061
gene-T240_RS0113910	NZ_AXNK01000046.1	442058	442585	-	528	8887
gene-T240_RS0113915	NZ_AXNK01000046.1	442813	443238	+	426	4491
gene-T240_RS0113920	NZ_AXNK01000046.1	443303	444181	+	879	471
gene-T240_RS0113925	NZ_AXNK01000046.1	444253	444825	-	573	1764
gene-T240_RS0113930	NZ_AXNK01000046.1	445012	445791	-	780	699
gene-T240_RS0113935	NZ_AXNK01000046.1	445881	449021	-	3141	668
gene-T240_RS0113940	NZ_AXNK01000046.1	449135	449599	+	465	660
gene-T240_RS0113945	NZ_AXNK01000046.1	449666	451708	-	2043	2558
gene-T240_RS0113950	NZ_AXNK01000046.1	452108	452947	+	840	3015
gene-T240_RS0113955	NZ_AXNK01000046.1	453207	454562	+	1356	8834
gene-T240_RS0113960	NZ_AXNK01000046.1	454644	455549	-	906	206
gene-T240_RS0113965	NZ_AXNK01000046.1	455671	456495	+	825	114
gene-T240_RS0113970	NZ_AXNK01000046.1	456601	457212	-	612	846
gene-T240_RS0113975	NZ_AXNK01000046.1	457222	458598	-	1377	436
gene-T240_RS0113980	NZ_AXNK01000046.1	458752	459276	+	525	64
gene-T240_RS0113985	NZ_AXNK01000046.1	459276	461072	+	1797	558
gene-T240_RS0113990	NZ_AXNK01000046.1	461147	461476	-	330	384
gene-T240_RS0113995	NZ_AXNK01000046.1	461473	461877	-	405	1076
gene-T240_RS0114000	NZ_AXNK01000046.1	462147	463082	-	936	471
gene-T240_RS0114005	NZ_AXNK01000046.1	463138	464145	-	1008	594
gene-T240_RS0114010	NZ_AXNK01000046.1	464365	465717	+	1353	390
gene-T240_RS0114015	NZ_AXNK01000046.1	465731	467203	+	1473	60
gene-T240_RS0114020	NZ_AXNK01000046.1	467206	467778	+	573	22
gene-T240_RS0114025	NZ_AXNK01000046.1	467782	469356	+	1575	468
gene-T240_RS0114030	NZ_AXNK01000046.1	469620	471941	+	2322	355
gene-T240_RS0114035	NZ_AXNK01000046.1	472181	473185	-	1005	1412
gene-T240_RS0114040	NZ_AXNK01000046.1	473342	474298	-	957	661
gene-T240_RS0114045	NZ_AXNK01000046.1	474301	475278	-	978	573
gene-T240_RS0114050	NZ_AXNK01000046.1	475454	477007	-	1554	8562
gene-T240_RS0114055	NZ_AXNK01000046.1	477100	478815	-	1716	12050
gene-T240_RS0114070	NZ_AXNK01000046.1	479485	480210	+	726	1621
gene-T240_RS0114075	NZ_AXNK01000046.1	480458	480534	-	77	22
gene-T240_RS0114080	NZ_AXNK01000046.1	480559	480634	-	76	26
gene-T240_RS0114085	NZ_AXNK01000046.1	480684	480760	-	77	119
gene-T240_RS0114090	NZ_AXNK01000046.1	480833	480908	-	76	550
gene-T240_RS0114095	NZ_AXNK01000046.1	480941	481017	-	77	59
gene-T240_RS0114100	NZ_AXNK01000046.1	481355	481768	+	414	6072
gene-T240_RS0114105	NZ_AXNK01000046.1	481861	483876	-	2016	1830
gene-T240_RS0114110	NZ_AXNK01000046.1	484046	484627	+	582	3385
gene-T240_RS0114115	NZ_AXNK01000046.1	484646	485752	+	1107	11055
gene-T240_RS0114120	NZ_AXNK01000046.1	485764	488886	+	3123	16529
gene-T240_RS0114125	NZ_AXNK01000046.1	489018	489269	+	252	118
gene-T240_RS0114130	NZ_AXNK01000046.1	489453	490937	-	1485	3974
gene-T240_RS0114135	NZ_AXNK01000046.1	491081	491971	+	891	987
gene-T240_RS0114145	NZ_AXNK01000047.1	1	338	-	338	37
gene-T240_RS0114150	NZ_AXNK01000047.1	686	1414	+	729	1151
gene-T240_RS0114155	NZ_AXNK01000047.1	1989	2552	-	564	16
gene-T240_RS0114160	NZ_AXNK01000047.1	2952	3842	+	891	807
gene-T240_RS0114165	NZ_AXNK01000047.1	3978	5510	+	1533	6020
gene-T240_RS0114170	NZ_AXNK01000047.1	5733	6320	+	588	263
gene-T240_RS0114175	NZ_AXNK01000047.1	6487	7854	+	1368	2498
gene-T240_RS0114180	NZ_AXNK01000047.1	7930	8769	-	840	109
gene-T240_RS0114185	NZ_AXNK01000047.1	8760	10091	-	1332	230
gene-T240_RS0114190	NZ_AXNK01000047.1	10300	11568	-	1269	2421
gene-T240_RS0114195	NZ_AXNK01000047.1	11858	13603	+	1746	4362
gene-T240_RS0114200	NZ_AXNK01000047.1	13758	14894	-	1137	368
gene-T240_RS0114205	NZ_AXNK01000047.1	14897	15475	-	579	27
gene-T240_RS0114210	NZ_AXNK01000047.1	15628	16548	-	921	320
gene-T240_RS0114215	NZ_AXNK01000047.1	16656	17912	+	1257	45640
gene-T240_RS0114220	NZ_AXNK01000047.1	18217	19764	+	1548	19367
gene-T240_RS0114225	NZ_AXNK01000047.1	19869	20849	-	981	434
gene-T240_RS0114230	NZ_AXNK01000047.1	21035	21625	-	591	82
gene-T240_RS0114235	NZ_AXNK01000047.1	21797	23527	-	1731	589
gene-T240_RS0114240	NZ_AXNK01000047.1	23742	25262	-	1521	1456
gene-T240_RS0114245	NZ_AXNK01000047.1	25428	26981	-	1554	12161
gene-T240_RS0114250	NZ_AXNK01000047.1	27080	28546	-	1467	30853
gene-T240_RS0114255	NZ_AXNK01000047.1	28778	30109	+	1332	5630
gene-T240_RS0114260	NZ_AXNK01000047.1	30131	30355	-	225	31
gene-T240_RS0114265	NZ_AXNK01000047.1	30649	31530	-	882	243
gene-T240_RS0114270	NZ_AXNK01000047.1	31764	33260	-	1497	7683
gene-T240_RS0114275	NZ_AXNK01000047.1	33428	34588	-	1161	3468
gene-T240_RS0114280	NZ_AXNK01000047.1	34604	35218	-	615	3163
gene-T240_RS0114285	NZ_AXNK01000047.1	35344	36612	-	1269	7844
gene-T240_RS0114290	NZ_AXNK01000047.1	36639	37757	-	1119	9994
gene-T240_RS0114295	NZ_AXNK01000047.1	37764	38714	-	951	2581
gene-T240_RS0114300	NZ_AXNK01000047.1	39128	40255	-	1128	17494
gene-T240_RS0114305	NZ_AXNK01000047.1	40475	40900	-	426	629
gene-T240_RS0114310	NZ_AXNK01000047.1	40987	42285	-	1299	6149
gene-T240_RS0114315	NZ_AXNK01000047.1	42457	42651	-	195	31
gene-T240_RS0114320	NZ_AXNK01000047.1	42696	43034	-	339	499
gene-T240_RS0114325	NZ_AXNK01000047.1	43047	44900	-	1854	2145
gene-T240_RS0114330	NZ_AXNK01000047.1	44922	45437	-	516	801
gene-T240_RS0114335	NZ_AXNK01000047.1	45493	45816	-	324	2352
gene-T240_RS0114340	NZ_AXNK01000047.1	45888	46271	-	384	3643
gene-T240_RS0114345	NZ_AXNK01000047.1	46309	47523	-	1215	24819
gene-T240_RS0114350	NZ_AXNK01000047.1	47552	48058	-	507	23588
gene-T240_RS0114355	NZ_AXNK01000047.1	48184	48903	-	720	1949
gene-T240_RS0114360	NZ_AXNK01000047.1	49135	49938	+	804	10382
gene-T240_RS0114365	NZ_AXNK01000047.1	50161	51108	-	948	689
gene-T240_RS0114370	NZ_AXNK01000047.1	51123	52979	-	1857	2162
gene-T240_RS0114375	NZ_AXNK01000047.1	53001	53330	-	330	346
gene-T240_RS0114380	NZ_AXNK01000047.1	53496	54629	-	1134	2734
gene-T240_RS0114385	NZ_AXNK01000047.1	54778	55830	-	1053	3763
gene-T240_RS0114390	NZ_AXNK01000047.1	56136	57284	-	1149	106
gene-T240_RS0114395	NZ_AXNK01000047.1	57602	58060	+	459	8601
gene-T240_RS0114400	NZ_AXNK01000047.1	58139	59449	-	1311	4599
gene-T240_RS0114405	NZ_AXNK01000047.1	59568	61196	-	1629	10365
gene-T240_RS0114410	NZ_AXNK01000047.1	61803	62708	-	906	1067
gene-T240_RS0114415	NZ_AXNK01000047.1	62908	63519	+	612	64115
gene-T240_RS0114420	NZ_AXNK01000047.1	63805	64548	+	744	556
gene-T240_RS0114425	NZ_AXNK01000047.1	64618	65394	+	777	1257
gene-T240_RS0114430	NZ_AXNK01000047.1	65455	66153	-	699	292
gene-T240_RS0114435	NZ_AXNK01000047.1	66184	67002	-	819	533
gene-T240_RS0114440	NZ_AXNK01000047.1	67005	68678	-	1674	238
gene-T240_RS0114445	NZ_AXNK01000047.1	68709	70913	-	2205	464
gene-T240_RS0114450	NZ_AXNK01000047.1	71122	73212	+	2091	680
gene-T240_RS0114455	NZ_AXNK01000047.1	73196	74701	+	1506	2087
gene-T240_RS0114460	NZ_AXNK01000047.1	74727	75686	-	960	250
gene-T240_RS0114465	NZ_AXNK01000047.1	75686	76984	-	1299	391
gene-T240_RS0114470	NZ_AXNK01000047.1	77025	77714	-	690	474
gene-T240_RS0114475	NZ_AXNK01000047.1	77941	78855	+	915	3453
gene-T240_RS0114480	NZ_AXNK01000047.1	79021	80421	+	1401	13544
gene-T240_RS0114485	NZ_AXNK01000047.1	80424	80678	+	255	475
gene-T240_RS0114490	NZ_AXNK01000047.1	80721	81029	-	309	5454
gene-T240_RS0114495	NZ_AXNK01000047.1	81350	82186	-	837	1217
gene-T240_RS0114500	NZ_AXNK01000047.1	82199	82531	-	333	1274
gene-T240_RS0114505	NZ_AXNK01000047.1	82898	82974	-	77	2
gene-T240_RS0114510	NZ_AXNK01000048.1	60	135	+	76	455
gene-T240_RS0114515	NZ_AXNK01000049.1	32	123	-	92	565
gene-T240_RS0114520	NZ_AXNK01000049.1	367	564	-	198	941
gene-T240_RS0114525	NZ_AXNK01000049.1	657	1844	-	1188	6301
gene-T240_RS0114530	NZ_AXNK01000049.1	2047	4629	-	2583	10149
gene-T240_RS0114535	NZ_AXNK01000049.1	4772	5239	-	468	366
gene-T240_RS0114540	NZ_AXNK01000049.1	5363	6406	-	1044	30367
gene-T240_RS0114545	NZ_AXNK01000049.1	6607	7089	-	483	360
gene-T240_RS0114550	NZ_AXNK01000049.1	7174	9735	+	2562	4832
gene-T240_RS0114555	NZ_AXNK01000049.1	9814	10803	-	990	56263
gene-T240_RS0114560	NZ_AXNK01000049.1	10884	11807	-	924	28032
gene-T240_RS0114565	NZ_AXNK01000049.1	11822	12448	-	627	244
gene-T240_RS0114570	NZ_AXNK01000049.1	12448	13224	-	777	365
gene-T240_RS0114575	NZ_AXNK01000049.1	13224	14267	-	1044	2139
gene-T240_RS0114580	NZ_AXNK01000049.1	14314	14790	-	477	1440
gene-T240_RS0114585	NZ_AXNK01000049.1	14808	15512	-	705	778
gene-T240_RS0114590	NZ_AXNK01000049.1	15514	15795	-	282	268
gene-T240_RS0114600	NZ_AXNK01000049.1	16421	17722	-	1302	44453
gene-T240_RS0114605	NZ_AXNK01000049.1	17801	19441	-	1641	44441
gene-T240_RS0114610	NZ_AXNK01000049.1	19660	20451	-	792	1118
gene-T240_RS0114615	NZ_AXNK01000049.1	20668	22887	-	2220	8082
gene-T240_RS0114620	NZ_AXNK01000049.1	23012	24331	-	1320	3513
gene-T240_RS0114625	NZ_AXNK01000049.1	24525	27323	+	2799	2905
gene-T240_RS0114630	NZ_AXNK01000049.1	27393	27773	-	381	509
gene-T240_RS0114635	NZ_AXNK01000049.1	27787	28518	-	732	1449
gene-T240_RS0114640	NZ_AXNK01000049.1	28515	29246	-	732	495
gene-T240_RS0114645	NZ_AXNK01000049.1	29368	30330	-	963	3631
gene-T240_RS0114650	NZ_AXNK01000049.1	30323	31000	-	678	515
gene-T240_RS0114655	NZ_AXNK01000049.1	31021	31920	-	900	1763
gene-T240_RS0114660	NZ_AXNK01000049.1	32024	33817	-	1794	17460
gene-T240_RS0114665	NZ_AXNK01000049.1	33945	34415	-	471	3378
gene-T240_RS0114670	NZ_AXNK01000049.1	34415	35377	-	963	18867
